botid, date, time, press, chl, 
#, mmddyy, hhmmss, dbar, ug/l, 
2270200812, 112210, 052855,  113.6,   0.27,
2270200810, 112210, 052728,  124.3,   0.25,
2270200809, 112210, 052611,  135.1,   0.18,
2270200807, 112210, 052433,  149.6,   0.09,
2270200805, 112210, 052238,  173.3,   0.06,
2280200220, 010911, 145340,    7.0,   0.15,
2280200219, 010911, 145331,    6.9,   0.15,
2280200218, 010911, 145322,    6.7,   0.15,
2280200217, 010911, 145157,   26.9,   0.15,
2280200216, 010911, 145147,   26.5,   0.15,
2280200215, 010911, 145137,   26.6,   0.14,
2280200214, 010911, 145019,   46.4,   0.15,
2280200213, 010911, 145010,   46.6,   0.15,
2280200212, 010911, 144959,   46.2,   0.12,
2280200211, 010911, 144832,   76.7,   0.14,
2280200210, 010911, 144819,   76.6,   0.15,
2280200209, 010911, 144810,   76.6,   0.15,
2280200208, 010911, 144624,  101.6,   0.17,
2280200207, 010911, 144612,  101.6,   0.18,
2280200206, 010911, 144544,  101.4,   0.18,
2280200205, 010911, 144417,  125.8,   0.14,
2280200204, 010911, 144408,  125.7,   0.14,
2280200203, 010911, 144400,  125.5,   0.12,
2280200202, 010911, 144222,  149.6,   0.05,
2280200201, 010911, 144049,  175.1,   0.02,
2290200922, 012911, 130545,    6.8,   0.07,
2290200921, 012911, 130535,    6.7,   0.08,
2290200920, 012911, 130525,    6.7,   0.07,
2290200919, 012911, 130226,   25.1,   0.07,
2290200918, 012911, 130217,   24.9,   0.07,
2290200917, 012911, 130206,   24.9,   0.06,
2290200916, 012911, 130024,   45.9,   0.07,
2290200915, 012911, 130013,   45.9,   0.07,
2290200914, 012911, 130001,   45.8,   0.08,
2290200913, 012911, 125739,   75.4,   0.10,
2290200912, 012911, 125725,   75.1,   0.10,
2290200911, 012911, 125715,   74.9,   0.11,
2290200910, 012911, 125524,   99.8,   0.18,
2290200909, 012911, 125516,  100.4,   0.18,
2290200908, 012911, 125506,  100.0,   0.18,
2290200907, 012911, 125258,  124.6,   0.20,
2290200906, 012911, 125248,  124.9,   0.19,
2290200905, 012911, 125238,  124.5,   0.24,
2290200904, 012911, 125013,  150.4,   0.07,
2290200903, 012911, 124754,  176.1,   0.01,
2290201521, 013011, 070000,    6.0,   0.09,
2290201517, 013011, 065445,   44.8,   0.10,
2290201516, 013011, 065301,   60.8,   0.11,
2290201514, 013011, 065110,   74.5,   0.10,
2290201513, 013011, 064935,   86.8,   0.16,
2290201511, 013011, 064745,  100.8,   0.34,
2290201510, 013011, 064545,  116.2,   0.31,
2290201508, 013011, 064350,  126.0,   0.16,
2290201507, 013011, 064220,  135.0,   0.10,
2290201505, 013011, 064031,  151.1,   0.03,
2290201503, 013011, 063820,  173.8,   0.01,
2300200222, 022811, 123021,    6.8,   0.07,
2300200221, 022811, 123015,    7.4,   0.08,
2300200220, 022811, 123009,    6.8,   0.08,
2300200219, 022811, 122734,   25.2,   0.08,
2300200218, 022811, 122728,   24.6,   0.08,
2300200217, 022811, 122724,   24.8,   0.07,
2300200216, 022811, 122539,   46.0,   0.07,
2300200215, 022811, 122534,   46.2,   0.07,
2300200214, 022811, 122528,   46.3,   0.07,
2300200213, 022811, 122319,   75.7,   0.11,
2300200212, 022811, 122314,   75.6,   0.10,
2300200211, 022811, 122309,   75.5,   0.10,
2300200210, 022811, 122119,  100.8,   0.18,
2300200209, 022811, 122113,  100.5,   0.19,
2300200208, 022811, 122108,  100.7,   0.18,
2300200207, 022811, 121916,  125.5,   0.27,
2300200206, 022811, 121910,  125.5,   0.27,
2300200205, 022811, 121904,  125.7,   0.25,
2300200204, 022811, 121725,  150.4,   0.06,
2300200203, 022811, 121541,  175.1,   0.03,
2300201521, 030211, 070336,    7.4,   0.08,
2300201519, 030211, 070044,   24.7,   0.09,
2300201517, 030211, 065848,   46.3,   0.12,
2300201516, 030211, 065719,   60.1,   0.14,
2300201514, 030211, 065539,   75.1,   0.15,
2300201513, 030211, 065413,   84.3,   0.17,
2300201511, 030211, 065228,   99.6,   0.38,
2300201510, 030211, 065054,  114.6,   0.23,
2300201507, 030211, 064739,  135.2,   0.15,
2300201505, 030211, 064549,  151.3,   0.06,
2300201503, 030211, 064324,  175.1,   0.03,
2310200222, 041111, 134659,    5.4,   0.11,
2310200221, 041111, 134650,    4.7,   0.10,
2310200220, 041111, 134640,    4.6,   0.08,
2310200219, 041111, 134339,   25.3,   0.10,
2310200218, 041111, 134331,   25.4,   0.09,
2310200217, 041111, 134318,   25.4,   0.09,
2310200216, 041111, 134127,   44.9,   0.09,
2310200215, 041111, 134118,   44.9,   0.09,
2310200214, 041111, 134108,   45.5,   0.11,
2310200213, 041111, 133851,   74.9,   0.12,
2310200212, 041111, 133839,   74.8,   0.13,
2310200211, 041111, 133821,   75.0,   0.12,
2310200210, 041111, 133542,  102.2,   0.16,
2310200209, 041111, 133531,  102.2,   0.15,
2310200208, 041111, 133521,  102.5,   0.13,
2310200207, 041111, 133336,  125.1,   0.21,
2310200205, 041111, 133315,  124.8,   0.19,
2310200204, 041111, 133121,  150.3,   0.08,
2310200203, 041111, 132910,  175.9,   0.03,
2310201421, 041311, 080842,    8.0,   0.14,
2310201419, 041311, 080654,   25.9,   0.13,
2310201417, 041311, 080509,   45.5,   0.13,
2310201416, 041311, 080326,   59.6,   0.13,
2310201414, 041311, 080154,   75.6,   0.21,
2310201413, 041311, 080040,   84.4,   0.20,
2310201411, 041311, 075910,  100.9,   0.27,
2310201410, 041311, 075749,  114.9,   0.28,
2310201408, 041311, 075604,  125.8,   0.20,
2310201407, 041311, 075439,  135.0,   0.17,
2310201405, 041311, 075304,  150.0,   0.13,
2310201403, 041311, 075109,  173.6,   0.04,
2320200220, 050911, 141537,    6.0,   0.13,
2320200219, 050911, 141529,    6.0,   0.12,
2320200218, 050911, 141518,    5.9,   0.12,
2320200217, 050911, 141350,   23.9,   0.13,
2320200216, 050911, 141338,   24.0,   0.13,
2320200215, 050911, 141331,   24.1,   0.12,
2320200214, 050911, 141224,   43.8,   0.12,
2320200213, 050911, 141215,   44.0,   0.12,
2320200212, 050911, 141204,   44.0,   0.12,
2320200211, 050911, 141038,   73.8,   0.21,
2320200210, 050911, 141026,   74.2,   0.22,
2320200209, 050911, 141018,   74.2,   0.21,
2320200208, 050911, 140857,   99.9,   0.25,
2320200207, 050911, 140847,   99.6,   0.25,
2320200206, 050911, 140837,   99.4,   0.25,
2320200205, 050911, 140717,  123.3,   0.21,
2320200204, 050911, 140646,  123.6,   0.20,
2320200203, 050911, 140631,  123.9,   0.18,
2320200202, 050911, 140457,  149.6,   0.12,
2320200201, 050911, 140335,  175.5,   0.07,
2320201521, 051111, 065014,    5.0,   0.09,
2320201519, 051111, 064844,   25.0,   0.09,
2320201517, 051111, 064719,   46.4,   0.12,
2320201516, 051111, 064614,   60.9,   0.16,
2320201514, 051111, 064505,   72.9,   0.21,
2320201513, 051111, 064400,   85.1,   0.24,
2320201511, 051111, 064249,  100.2,   0.31,
2320201510, 051111, 064134,  114.9,   0.18,
2320201508, 051111, 064015,  126.4,   0.19,
2320201507, 051111, 063914,  135.7,   0.16,
2320201505, 051111, 063805,  148.9,   0.13,
2320201503, 051111, 063625,  175.5,   0.05,
2330200220, 071911, 111433,    5.7,   0.08,
2330200219, 071911, 111429,    5.7,   0.08,
2330200218, 071911, 111425,    5.7,   0.07,
2330200217, 071911, 111213,   24.2,   0.08,
2330200216, 071911, 111208,   24.4,   0.08,
2330200215, 071911, 111203,   24.5,   0.07,
2330200214, 071911, 111029,   44.4,   0.07,
2330200213, 071911, 111023,   44.4,   0.08,
2330200212, 071911, 111018,   44.6,   0.07,
2330200210, 071911, 110813,   74.6,   0.14,
2330200209, 071911, 110808,   74.7,   0.16,
2330200208, 071911, 110626,   99.4,   0.23,
2330200207, 071911, 110619,   99.7,   0.22,
2330200206, 071911, 110614,   99.8,   0.24,
2330200205, 071911, 110429,  124.1,   0.28,
2330200204, 071911, 110424,  124.1,   0.25,
2330200203, 071911, 110418,  124.1,   0.25,
2330200202, 071911, 110219,  149.5,   0.20,
2330200201, 071911, 110013,  174.7,   0.08,
2330201621, 072111, 065518,   25.0,   0.07,
2330201619, 072111, 065508,   25.0,   0.08,
2330201617, 072111, 065318,   44.5,   0.08,
2330201616, 072111, 065159,   59.8,   0.10,
2330201614, 072111, 065038,   74.1,   0.10,
2330201613, 072111, 064934,   85.0,   0.15,
2330201611, 072111, 064808,   99.5,   0.19,
2330201610, 072111, 064649,  114.6,   0.26,
2330201608, 072111, 064539,  124.7,   0.28,
2330201607, 072111, 064434,  134.3,   0.23,
2330201605, 072111, 064308,  149.1,   0.18,
2330201603, 072111, 064118,  174.1,   0.11,
2340200622, 083111, 071046,    6.0,   0.11,
2340200619, 083111, 070850,   24.2,   0.12,
2340200617, 083111, 070646,   44.5,   0.14,
2340200616, 083111, 070530,   59.6,   0.15,
2340200614, 083111, 070310,   74.8,   0.18,
2340200613, 083111, 070151,   84.4,   0.24,
2340200611, 083111, 070021,   99.7,   0.27,
2340200610, 083111, 065850,  114.5,   0.23,
2340200608, 083111, 065736,  123.8,   0.19,
2340200607, 083111, 065621,  134.5,   0.16,
2340200605, 083111, 065451,  149.7,   0.08,
2340200603, 083111, 065246,  174.6,   0.04,
2340200822, 083111, 132527,    5.7,   0.10,
2340200821, 083111, 132519,    5.7,   0.10,
2340200820, 083111, 132511,    5.6,   0.10,
2340200819, 083111, 132323,   25.9,   0.11,
2340200818, 083111, 132312,   25.7,   0.11,
2340200817, 083111, 132303,   25.7,   0.11,
2340200816, 083111, 132133,   45.9,   0.12,
2340200815, 083111, 132122,   45.8,   0.14,
2340200814, 083111, 132112,   45.6,   0.12,
2340200813, 083111, 131923,   74.3,   0.23,
2340200812, 083111, 131914,   74.6,   0.23,
2340200811, 083111, 131900,   74.8,   0.21,
2340200810, 083111, 131719,   99.2,   0.25,
2340200809, 083111, 131707,   99.4,   0.26,
2340200808, 083111, 131652,   99.7,   0.25,
2340200807, 083111, 131501,  124.2,   0.15,
2340200806, 083111, 131447,  124.5,   0.14,
2340200805, 083111, 131437,  124.9,   0.12,
2340200804, 083111, 131257,  149.6,   0.07,
2340200803, 083111, 131121,  173.7,   0.04,
2350200523, 092711, 095839,    6.1,   0.09,
2350200519, 092711, 095554,   25.8,   0.11,
2350200517, 092711, 095324,   45.5,   0.11,
2350200516, 092711, 095129,   60.6,   0.14,
2350200514, 092711, 094924,   75.8,   0.20,
2350200513, 092711, 094759,   85.5,   0.24,
2350200511, 092711, 094604,  100.3,   0.40,
2350200510, 092711, 094413,  114.7,   0.22,
2350200507, 092711, 094059,  135.3,   0.15,
2350200505, 092711, 093859,  151.3,   0.08,
2350200503, 092711, 093619,  175.6,   0.05,
2350200622, 092711, 132950,    5.6,   0.08,
2350200621, 092711, 132944,    5.8,   0.10,
2350200620, 092711, 132937,    5.8,   0.08,
2350200619, 092711, 132655,   25.9,   0.09,
2350200618, 092711, 132646,   25.8,   0.09,
2350200617, 092711, 132638,   25.7,   0.09,
2350200616, 092711, 132442,   45.7,   0.13,
2350200615, 092711, 132435,   45.7,   0.13,
2350200614, 092711, 132427,   45.3,   0.14,
2350200613, 092711, 132155,   75.8,   0.22,
2350200612, 092711, 132147,   75.9,   0.20,
2350200611, 092711, 132139,   75.9,   0.21,
2350200610, 092711, 131934,  101.1,   0.28,
2350200609, 092711, 131926,  101.1,   0.29,
2350200608, 092711, 131917,  100.9,   0.29,
2350200606, 092711, 131658,  125.3,   0.21,
2350200605, 092711, 131650,  125.5,   0.23,
2350200604, 092711, 131451,  150.4,   0.09,
2350200603, 092711, 131252,  175.9,   0.04,
2360200224, 110411, 133831,    5.7,   0.13,
2360200223, 110411, 133824,    5.8,   0.14,
2360200222, 110411, 133817,    5.7,   0.14,
2360200221, 110411, 133640,   26.0,   0.15,
2360200220, 110411, 133631,   26.0,   0.16,
2360200219, 110411, 133622,   26.0,   0.14,
2360200218, 110411, 133439,   46.8,   0.17,
2360200217, 110411, 133428,   47.1,   0.15,
2360200216, 110411, 133412,   47.1,   0.17,
2360200215, 110411, 133156,   79.1,   0.46,
2360200214, 110411, 133147,   78.7,   0.39,
2360200213, 110411, 133136,   78.5,   0.35,
2360200212, 110411, 132941,  100.1,   0.30,
2360200211, 110411, 132932,  100.1,   0.34,
2360200210, 110411, 132922,   99.9,   0.31,
2360200209, 110411, 132658,  127.6,   0.12,
2360200208, 110411, 132649,  127.2,   0.12,
2360200207, 110411, 132640,  126.7,   0.11,
2360200206, 110411, 132504,  152.8,   0.06,
2360200205, 110411, 132323,  181.0,   0.03,
2360201422, 110611, 065555,    5.2,   0.13,
2360201420, 110611, 065420,   24.9,   0.16,
2360201417, 110611, 065240,   45.0,   0.23,
2360201416, 110611, 065131,   62.3,   0.30,
2360201414, 110611, 064931,   73.1,   0.38,
2360201413, 110611, 064821,   85.1,   0.30,
2360201411, 110611, 064701,   99.7,   0.15,
2360201410, 110611, 064550,  115.7,   0.10,
2360201408, 110611, 064430,  125.4,   0.06,
2360201407, 110611, 064337,  136.6,   0.05,
2360201405, 110611, 064211,  150.7,   0.03,
2360201403, 110611, 064051,  174.4,   0.02,
2370200521, 112911, 120119,    5.5,   0.24,
2370200519, 112911, 115932,   25.3,   0.24,
2370200517, 112911, 115743,   45.4,   0.23,
2370200516, 112911, 115626,   59.6,   0.26,
2370200514, 112911, 115442,   75.5,   0.23,
2370200513, 112911, 115325,   85.3,   0.24,
2370200511, 112911, 115205,  100.4,   0.25,
2370200510, 112911, 115040,  115.3,   0.17,
2370200508, 112911, 114853,  125.3,   0.13,
2370200507, 112911, 114730,  134.8,   0.07,
2370200505, 112911, 114558,  150.9,   0.04,
2370200503, 112911, 114357,  175.2,   0.02,
2370200621, 112911, 145317,    5.7,   0.33,
2370200620, 112911, 145306,    5.6,   0.22,
2370200619, 112911, 145148,   25.0,   0.24,
2370200618, 112911, 145137,   24.8,   0.22,
2370200617, 112911, 145125,   24.8,   0.27,
2370200616, 112911, 144956,   45.8,   0.20,
2370200614, 112911, 144936,   45.5,   0.26,
2370200613, 112911, 144749,   74.2,   0.24,
2370200612, 112911, 144733,   74.3,   0.26,
2370200611, 112911, 144719,   74.2,   0.21,
2370200610, 112911, 144551,   99.7,   0.26,
2370200609, 112911, 144536,   99.7,   0.22,
2370200608, 112911, 144526,   99.6,   0.21,
2370200607, 112911, 144355,  123.8,   0.14,
2370200606, 112911, 144343,  123.8,   0.16,
2370200605, 112911, 144322,  124.1,   0.09,
2370200604, 112911, 144148,  149.4,   0.09,
2370200603, 112911, 144015,  175.6,   0.03,
2380200824, 122011, 121254,    6.0,   0.18,
2380200823, 122011, 121244,    5.7,   0.18,
2380200822, 122011, 121234,    5.6,   0.19,
2380200819, 122011, 121034,   24.7,   0.19,
2380200818, 122011, 121025,   25.0,   0.19,
2380200817, 122011, 121014,   24.9,   0.17,
2380200816, 122011, 120854,   43.9,   0.18,
2380200815, 122011, 120844,   44.2,   0.20,
2380200814, 122011, 120834,   44.8,   0.16,
2380200813, 122011, 120634,   73.3,   0.19,
2380200812, 122011, 120624,   73.6,   0.19,
2380200811, 122011, 120614,   73.8,   0.23,
2380200810, 122011, 120444,   99.6,   0.20,
2380200809, 122011, 120434,   99.3,   0.20,
2380200808, 122011, 120424,   99.4,   0.20,
2380200807, 122011, 120259,  123.8,   0.08,
2380200805, 122011, 120239,  124.3,   0.08,
2380200804, 122011, 120124,  149.8,   0.07,
2380200803, 122011, 115959,  174.1,   0.03,
2380201421, 122111, 055928,    5.8,   0.17,
2380201419, 122111, 055738,   24.6,   0.17,
2380201417, 122111, 055503,   44.2,   0.19,
2380201416, 122111, 055333,   59.4,   0.17,
2380201414, 122111, 055148,   74.1,   0.15,
2380201413, 122111, 055038,   84.0,   0.16,
2380201411, 122111, 054854,   98.9,   0.23,
2380201410, 122111, 054724,  114.7,   0.17,
2380201408, 122111, 054553,  124.3,   0.10,
2380201407, 122111, 054433,  134.8,   0.06,
2380201405, 122111, 054258,  150.2,   0.03,
2380201403, 122111, 054103,  175.2,   0.02,
2390200224, 011812, 133130,    5.4,   0.16,
2390200223, 011812, 133120,    5.5,   0.14,
2390200222, 011812, 133111,    5.6,   0.16,
2390200221, 011812, 132938,   25.9,   0.14,
2390200220, 011812, 132929,   25.8,   0.16,
2390200219, 011812, 132921,   25.8,   0.16,
2390200218, 011812, 132758,   44.5,   0.17,
2390200217, 011812, 132750,   44.4,   0.15,
2390200216, 011812, 132742,   44.4,   0.16,
2390200215, 011812, 132552,   75.6,   0.17,
2390200214, 011812, 132543,   75.7,   0.18,
2390200213, 011812, 132538,   75.7,   0.29,
2390200212, 011812, 132354,  100.9,   0.16,
2390200211, 011812, 132344,  100.3,   0.13,
2390200210, 011812, 132334,  100.2,   0.15,
2390200209, 011812, 132124,  130.0,   0.15,
2390200205, 011812, 131652,  175.2,   0.04,
2390201523, 012012, 064830,    5.7,   0.13,
2390201519, 012012, 064650,   25.9,   0.11,
2390201517, 012012, 064531,   45.5,   0.22,
2390201516, 012012, 064430,   59.4,   0.27,
2390201514, 012012, 064315,   75.0,   0.24,
2390201513, 012012, 064221,   84.3,   0.26,
2390201511, 012012, 064111,   99.6,   0.24,
2390201510, 012012, 064011,  115.8,   0.22,
2390201508, 012012, 063910,  124.7,   0.12,
2390201507, 012012, 063816,  135.5,   0.11,
2390201505, 012012, 063700,  149.9,   0.10,
2390201503, 012012, 063541,  174.8,   0.02,
2400200923, 032612, 112812,    7.5,   0.10,
2400200921, 032612, 112517,   25.5,   0.10,
2400200919, 032612, 112338,   45.0,   0.08,
2400200918, 032612, 112207,   60.0,   0.12,
2400200916, 032612, 112033,   74.7,   0.12,
2400200915, 032612, 111917,   85.0,   0.13,
2400200913, 032612, 111732,  100.7,   0.20,
2400200912, 032612, 111613,  114.9,   0.31,
2400200910, 032612, 111452,  124.9,   0.32,
2400200909, 032612, 111327,  134.6,   0.17,
2400200905, 032612, 111017,  174.5,   0.03,
2410200122, 050112, 121114,    5.7,   0.08,
2410200121, 050112, 121109,    5.7,   0.09,
2410200120, 050112, 121104,    5.7,   0.09,
2410200119, 050112, 120944,   24.1,   0.09,
2410200118, 050112, 120939,   24.0,   0.08,
2410200117, 050112, 120934,   23.9,   0.09,
2410200116, 050112, 120820,   47.0,   0.08,
2410200115, 050112, 120815,   46.6,   0.08,
2410200114, 050112, 120809,   46.1,   0.08,
2410200113, 050112, 120640,   79.0,   0.19,
2410200112, 050112, 120634,   78.4,   0.17,
2410200111, 050112, 120629,   78.2,   0.17,
2410200110, 050112, 120502,  102.1,   0.24,
2410200109, 050112, 120454,  101.2,   0.22,
2410200108, 050112, 120448,  101.1,   0.24,
2410200107, 050112, 120335,  125.1,   0.17,
2410200106, 050112, 120329,  125.1,   0.16,
2410200105, 050112, 120324,  125.5,   0.15,
2410200104, 050112, 120219,  148.8,   0.13,
2410200103, 050112, 120104,  172.8,   0.10,
2410201423, 050412, 021933,    5.4,   0.08,
2410201417, 050412, 021739,   24.4,   0.11,
2410201415, 050412, 021618,   45.2,   0.08,
2410201414, 050412, 021519,   62.0,   0.11,
2410201412, 050412, 021403,   74.0,   0.12,
2410201411, 050412, 021309,   84.9,   0.12,
2410201410, 050412, 021204,  101.5,   0.18,
2410201409, 050412, 021104,  113.4,   0.22,
2410201406, 050412, 020959,  123.9,   0.27,
2410201405, 050412, 020904,  134.2,   0.29,
2410201404, 050412, 020803,  150.0,   0.21,
2410201403, 050412, 020653,  174.4,   0.14,
2420200122, 053012, 123816,    4.5,   0.06,
2420200121, 053012, 123807,    4.5,   0.05,
2420200120, 053012, 123757,    4.5,   0.03,
2420200119, 053012, 123647,   24.6,   0.06,
2420200118, 053012, 123637,   24.3,   0.07,
2420200117, 053012, 123627,   24.4,   0.06,
2420200116, 053012, 123526,   45.1,   0.04,
2420200115, 053012, 123516,   45.3,   0.07,
2420200114, 053012, 123506,   45.6,   0.07,
2420200113, 053012, 123402,   73.5,   0.11,
2420200112, 053012, 123351,   74.1,   0.11,
2420200111, 053012, 123342,   73.8,   0.11,
2420200110, 053012, 123232,  102.7,   0.15,
2420200109, 053012, 123222,  102.0,   0.15,
2420200108, 053012, 123213,  100.9,   0.15,
2420200107, 053012, 123102,  123.9,   0.18,
2420200106, 053012, 123053,  123.9,   0.19,
2420200105, 053012, 123042,  123.9,   0.16,
2420200104, 053012, 122932,  148.9,   0.21,
2420200103, 053012, 122812,  177.2,   0.08,
2420201422, 060112, 065904,    5.4,   0.07,
2420201420, 060112, 065730,   26.2,   0.07,
2420201418, 060112, 065550,   46.8,   0.09,
2420201417, 060112, 065434,   58.9,   0.11,
2420201415, 060112, 065307,   75.2,   0.13,
2420201414, 060112, 065136,   88.4,   0.12,
2420201412, 060112, 064955,   98.1,   0.18,
2420201411, 060112, 064830,  115.3,   0.21,
2420201409, 060112, 064714,  125.1,   0.19,
2420201408, 060112, 064604,  135.3,   0.16,
2420201405, 060112, 064429,  150.4,   0.10,
2420201403, 060112, 064250,  176.8,   0.05,
2430200124, 062612, 131434,    4.4,   0.07,
2430200123, 062612, 131422,    4.8,   0.07,
